单位名称,统一社会信用代码,住所,环评工程师数量,主要编制人员数量,当前状态,第1记分周期,第2记分周期,第3记分周期,第4记分周期,第5记分周期
中环联新（北京）环境保护有限公司,91110105MA0018EC1F,北京市-北京市-朝阳区-北京市朝阳区曙光西里甲6号院1号楼25层2905,5,8,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
湖南省湘电试验研究院有限公司,914300001837654432,湖南省-长沙市-岳麓区-学士街道学士路152号长沙岳麓科技产业园智芯科技楼裙楼一楼,5,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东中慧环境科技有限公司,91371700MA3RKR2Q5N,山东省-菏泽市-经济技术开发区-珠江路1777号建树产业园3号楼810室,5,10,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
国网（西安）环保技术中心有限公司,91610138MA6U1BB27J,"陕西省-西安市-国家民用航天产业基地-航天中路669号科研综合楼主楼第12,14层",5,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
普瑞法生态环境科技（上海）有限公司,91310110MA1G96RA2J,上海市-上海市-杨浦区-国顺路131弄10号楼6楼（F）室,5,13,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
湖南志远环境咨询服务有限公司,91430600MA4L45CX5X,湖南省-岳阳市-经开区-宜居小区,5,7,正常公开,1:2019:10,2:2020:10,3:2021:0,4:2022:0,5:2023:0
湖北睿龙工程技术有限责任公司,914228006654917484,湖北省-恩施土家族苗族自治州-恩施市-施州大道155号金安大厦A1110室,5,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东永润环保咨询有限公司,91370100MA3D5GNH0R,山东省-济南市-历下区-经十路14717号齐源大厦A座907室,5,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川省众诚瀚蓝环保服务有限公司,91510107MA64RMYB5L,四川省-成都市-武侯区-武兴路86号5栋2层201附4号,5,16,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
安徽华境资环科技有限公司,91340100348688731E,安徽省-合肥市-蜀山区-振兴路自主创新产业基地6栋3层301室,5,7,守信名单,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
南京师大环境科技研究院有限公司,91320102MA1N220E0G,江苏省-南京市-栖霞区-尧化街道科创路1号二期7栋701室,5,10,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东环泰环保科技发展有限公司,91370900MA3BXCF279,山东省-泰安市-岱岳区-长城路以西御山府居住小区9号楼,5,14,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
绿政生态环境咨询江苏有限公司,91320913MA2062E409,江苏省-盐城市-城南新区-科城街道大数据产业园北区A28号3层,5,12,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
烟台云沣生态环境产业发展股份有限公司,91370602326178896P,山东省-烟台市-经济技术开发区-金沙江路131号普晟大厦11-12层,5,18,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
重庆一可环保工程有限公司,915001073049880460,重庆市-重庆市-九龙坡区-渝州路街道科园二路137号19层2号,5,10,正常公开,1:2019:0,2:2020:5,3:2021:5,4:2022:0,5:2023:0
福建省环安检测评价有限公司,91350200562816562Q,福建省-厦门市-湖里区-高殿路8号417~421单元,5,11,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川国投环保科技有限公司,915101080961436897,四川省-成都市-成华区-万科路5号1栋18楼1807、1808号,5,11,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
绿之缘环境产业集团有限公司,91371102562508535A,山东省-日照市-东港区-高新七路99号,5,15,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
辽宁博创环保技术有限公司,91210112MA0P40RU9R,辽宁省-沈阳市-浑南区-沈营大街28-28号（A:2001）,5,25,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江冶金环境保护设计研究有限公司,913300007345269842,浙江省-杭州市-西湖区-西溪街道文三路18号1幢7楼712室,5,5,正常公开,1:2019:0,2:2020:10,3:2021:0,4:2022:5,5:2023:0
山西汉鼎环保科技有限公司,91140105MA0JT6404H,山西省-太原市-小店区-太榆路92号印象城三号楼一单元404室,5,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山西智慧环保管家发展有限公司,91140100MA0KD7AY7Q,山西省-太原市-万柏林区-晋祠路一段8号中海寰宇天下4幢39层,5,14,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南赛佳节能环保科技有限公司,91410300MA46BYLX6D,河南省-洛阳市-中国（河南）自由贸易试验区洛阳片区-高新技术开发区木棉路19号北航科技园3幢505,5,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
上海恩磁环境科技有限公司,91310106051297836Q,上海市-上海市-静安区-广延路359-367、371-385号（单）227室,5,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江门新财富环境管家技术有限公司,91440705MA5310522H,广东省-江门市-新会区-崖门镇新财富环保电镀基地538座,5,16,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川省立诚环保科技有限责任公司,91510107777497319D,四川省-成都市-成华区-双店路66号1幢19层17-18号,5,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河北德洁环保科技有限公司,91130104079967248C,河北省-石家庄市-裕华区-金明大厦C座8楼,5,15,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江东天虹环保工程有限公司,9133010872911271XK,浙江省-杭州市-西湖区-西斗门路3号天堂软件园A幢1楼1180室,5,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东新发环保设计院有限公司,91371300MA3UY6FFXX,山东省-临沂市-高新技术产业开发区-山东省临沂市高新技术产业开发区临沂应用科学城A座503,5,6,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
云南协同环保工程有限公司,91530102077630035N,云南省-昆明市-五华区-王筇路179号中铁云时代大厦B座26层,5,17,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
平顶山市润青环保科技有限公司,914104006780903028,河南省-平顶山市-新城区-长安大道与育英路交叉口蓝湾国际大厦东一单元17楼1704号房,5,3,正常公开,1:2019:0,2:2020:10,3:2021:0,4:2022:0,5:2023:0
河北冀都环保科技有限公司,91130101576758922L,河北省-石家庄市-长安区-石纺路95号保利广场（北区）H2办公楼0301,5,6,正常公开,1:2019:5,2:2020:0,3:2021:0,4:2022:5,5:2023:0
福建省闽创环保科技有限公司,91350100MA33B3P968,福建省-福州市-鼓楼区-温泉街道五四路89号置地广场22层01室-2,5,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川华易工程技术有限责任公司,91510000754714667G,四川省-成都市-青羊区-光华东三路486号5栋601,5,4,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
河北璟润环境科技有限公司,91130102MA0E93M821,河北省-石家庄市-长安区-建华北大街7号半岛国际A座2203号,5,3,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山西科润得生态环境科技有限公司,91140105MA0GWK8G2T,山西省-太原市-山西转型综改示范区-学府产业园科技街3号普天大厦B座14层1401号,5,6,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
广东一方环保科技有限公司,91440101778395445X,广东省-广州市-越秀区-恒福路288号303房,5,20,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
成都中成科创环保科技有限公司,91510100MA61TCYD27,四川省-成都市-高新区-天益街38号理想中心4-405,5,15,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江苏联晟生态环境科技有限公司,91320105MAC4L0LQ3K,江苏省-南京市-建邺区-南京市建邺区江心洲贤坤路60号05幢B座13层1302-2室（办公地址：南京市鼓楼区国际服务外包大厦1栋AB座11楼）,5,17,正常公开,1:2023:0,2:2024:0,3::-,4::-,5::-
大连慧科环保工程有限公司,91210211MA0U1TPD46,辽宁省-大连市-甘井子区-和硕园18-7号,5,6,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
南京赛特环境工程有限公司,91320000134774546J,江苏省-南京市-鼓楼区-中山北路285号,5,18,正常公开,1:2019:0,2:2020:10,3:2021:0,4:2022:0,5:2023:0
张家口智昊环保科技有限公司,91130701MA07U5BN9L,河北省-张家口市-经济开发区-长江时代广场A座703,5,11,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江舟环环境工程设计有限公司,91330901MA28K04880,浙江省-舟山市-市辖区-临城街道千岛路171号建设大厦A座703室,5,13,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南冠宇环保科技有限公司,91410100566461121W,河南省-郑州市-高新技术开发区-科学大道银兰路交叉口M3美立方B5-1,5,4,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
上海百硕环保科技有限公司,91310118MA1JMW6G2H,上海市-上海市-青浦区-朱家角镇康业路6号1幢五层B区289室,5,11,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
四川鑫百润环保科技有限公司,91510107MA6BWQUQ76,四川省-成都市-武侯区-簇桥中街41号7幢1层,5,9,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
中环科力（北京）环境科技发展中心,911101055621146913,北京市-北京市-朝阳区-东三环北路辛2号2幢7层707A室,5,9,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
广东三海环保科技有限公司,91440105MA59CA5093,广东省-广州市-海珠区-赤岗北路8号1113/1114室,5,3,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:5,5:2023:0
山东电力工程咨询院有限公司,91370000706203483C,山东省-济南市-历下区-闵子骞路106号,5,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
新疆创青晨环保科技有限公司,91650103MA77719W6H,新疆维吾尔自治区-乌鲁木齐市-水磨沟区-鸿泰路66号大都会8号楼10层1005-1号,5,8,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
浙江建安检测研究院有限公司,91330000768665413L,浙江省-杭州市-江干区-水墩新路8号,5,11,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京新国之光环境科技有限公司,91110101MA0029HHXH,北京市-北京市-东城区-广渠门内大街16号11层1109A,5,2,正常公开,1:2019:5,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江环龙环境保护有限公司,91330100143074955A,浙江省-杭州市-西湖区-文三西路428号,5,11,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
南京大学环境规划设计研究院南通有限公司,91320691MA1MW3P43N,江苏省-南通市-经济技术开发区-星湖大道1101星湖101广场8号楼设计创意中心6层,5,9,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
北京博诚立新环境科技股份有限公司,91110108662196487C,北京市-北京市-海淀区-西直门北大街56号生命人寿大厦1108,5,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
兰州煤矿设计研究院有限公司,91620000438000849N,甘肃省-兰州市-城关区-天水南路461号,5,16,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
青岛中石大环境与安全技术中心有限公司,91370211MA3C6GPRXR,山东省-青岛市-黄岛区-漓江西路877号内3栋办公2301户,5,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山西绿景环保科技工程有限公司,911401007646637793,山西省-太原市-小店区-并州南路6号鼎太风华B座1008室,5,16,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
安徽海峰分析测试科技有限公司,91340100567501033E,安徽省-合肥市-庐阳区-天水路与太和路交口西北角庐阳中科大校友创新园13号楼,5,4,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
山东山冶环境工程有限公司,91370100MA3QCPCQ99,山东省-济南市-高新技术产业开发区-舜华路1969号F楼6层,5,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国石油化工股份有限公司河南油田分公司技术监测中心,91411300MA461E804G,河南省-南阳市-官庄工区-大庆路,5,15,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
苏交科集团股份有限公司,91320000741339087U,江苏省-南京市-建邺区-水西门大街223号,5,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东三润环保科技有限公司,913701127731810263,山东省-济南市-高新技术产业开发区-天辰路299号海信天辰中心B座706,5,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
山西华瑞鑫环保科技有限公司,91140109754055614Y,山西省-太原市-万柏林区-迎泽西大街100号1幢1单元1307号,5,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中冶沈勘秦皇岛工程设计研究总院有限公司,91130301782572715T,河北省-秦皇岛市-经济技术开发区-龙海道71号,5,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江金桔生态科技有限公司,91330106MA2H2TYX25,浙江省-杭州市-西湖区-万塘路317号华星世纪大楼501室,5,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4:2024:0,5::-
中国科学院生态环境研究中心,121000004000122540,北京市-北京市-海淀区-双清路18号,5,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
吉林省通和环保管家有限公司,91220302MA172YUE4D,吉林省-四平市-铁西区-华宇城香榭蓝山D区门市楼C105号,5,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
四川水发勘测设计研究有限公司,91510000MA6A4U7C3T,四川省-成都市-天府新区-正兴街道顺圣路178号,5,24,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
东天规划设计研究有限公司,914301005507180926,湖南省-长沙市-国家高新技术产业开发区-麓谷新长海中心B3栋8A01-02,5,1,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国市政工程东北设计研究总院有限公司,912200007024015117,吉林省-长春市-朝阳区-工农大路618号,5,1,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中水淮河规划设计研究有限公司,91340100485222858Q,安徽省-合肥市-包河区-安徽合肥滨湖新区云谷路2588号,5,2,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
江苏省环保集团盐城有限公司,91320902MAC7CYYL1J,江苏省-盐城市-亭湖区-环保科技城凤翔路188号1幢701,5,10,正常公开,1:2023:0,2::-,3::-,4::-,5::-
交通运输部科学研究院,12100000400002961P,北京市-北京市-朝阳区-惠新里240号,5,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
山东省冶金设计院股份有限公司,913701004955714020,山东省-济南市-高新技术产业开发区-舜华路1969号,5,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
珠江水利委员会珠江水利科学研究院,12100000G184653636,广东省-广州市-天河区-天寿路105号,5,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
深圳中广核工程设计有限公司,914403007755541644,广东省-深圳市-龙岗区-龙城街道441号天安数码创业园2号大厦,5,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
中铁科学研究院有限公司,91510100395579458T,四川省-成都市-金牛区-金仙桥路1号,5,3,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
中国水产科学研究院东海水产研究所,12100000425010626E,上海市-上海市-杨浦区-军工路300号,5,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
国家海洋局南海规划与环境研究院,12100000722457176J,广东省-广州市-海珠区-新港中路353号1栋,5,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
南京名环智远环境科技有限公司,91320114MA1YB66H3J,江苏省-南京市-雨花台区-花神大道23号5号楼301室,4,21,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
浙江科寰环境科技有限公司,91330302MA285KNU1G,浙江省-温州市-龙湾区-蒲州街道高一路8号,4,36,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
浙江碧峰环保科技有限公司,91330104074344199Q,浙江省-杭州市-江干区-淘天地商务大厦2幢1117室,4,23,正常公开,1:2019:0,2:2020:5,3:2021:5,4:2022:0,5:2023:0
江苏世科环境发展有限公司,91320505MA1N8H800A,江苏省-苏州市-高新技术产业开发区-狮山路新创大厦7-1室,4,20,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山西霆星科技有限公司,91149900MA0KFT823M,山西省-太原市-小店区-长治路249号省创业中心第13号,4,10,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江苏佳鼎生态环境科技有限公司,91320412MA20N4CY1X,江苏省-常州市-武进区-牛塘镇高家路33号26幢,4,15,守信名单,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
浙江爱闻格环保科技有限公司,91330103MA27Y6375H,浙江省-杭州市-拱墅区-善贤路4号创新中国产业园创富港4楼4109室,4,11,正常公开,1:2019:0,2:2020:5,3:2021:5,4:2022:0,5:2023:0
南京科泓环保技术有限责任公司,91320105790406979B,江苏省-南京市-建邺区-海峡城云谷科技园（双闸路98号）5栋1006室,4,43,正常公开,1:2019:0,2:2020:10,3:2021:5,4:2022:0,5:2023:0
中南金尚环境工程有限公司,91410105732453646H,河南省-郑州市-郑州东区-郑东商业中心C区1号楼313-318号,4,14,正常公开,1:2019:10,2:2020:15,3:2021:0,4:2022:5,5:2023:0
江西明森环保科技有限公司,91360106074294363U,江西省-南昌市-南昌高新技术产业开发区-高新大道特康科技1号楼南楼5楼,4,7,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
湖州宝丽环境技术有限公司,913305215644366008,浙江省-湖州市-德清县-武康镇五里牌路70号301室,4,32,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
山东领航环境工程有限公司,91370203MA7CKP3QXL,山东省-青岛市-市北区-敦化路383号中铁青岛广场A座1309室,4,16,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
山东国环环保科技有限公司,91370100MA3BX92T79,山东省-济南市-高新技术产业开发区-舜华路大学科技园北区B座3号楼2单元5楼,4,19,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河北五骏环保技术服务有限公司,91130605MA0DA3XD8G,河北省-保定市-高新技术产业开发区-隆兴中路77号隆兴大厦A座318室,4,16,守信名单,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
